checklistID|Roof|Roof_VID|RainGutters|RainGutters_VID|DownSpouts|DownSpouts_VID|ExtWindows|ExtWindows_VID|WindowScreens|WindowScreens_VID|Doors|Doors_VID|DoorScreens|DoorScreens_VID|ExtRailings|ExtRailings_VID|Porch|Porch_VID|Sidewalks|Sidewalks_VID|Walls|Walls_VID|Ceiling|Ceiling_VID|Floors|Floors_VID|IntWindows|IntWindows_VID|Stairs|Stairs_VID|IntRailings|IntRailings_VID|SmokeDetectorsBed1|SmokeDetectorsBed2|SmokeDetectorsBed3|SmokeDetectorsOther|SmokeDetectors_VID|CODetectors|CODetectors_VID|GeneralSanitation|GeneralSanitation_VID|Mold_Mildew|Mold_Mildew_VID|Vermin|Vermin_VID|Trash_Garbage|Trash_Garbage_VID|KitchenFaucets|KitchenFaucets_VID|BathLavatory|BathLavatory_VID|BathTub|BathTub_VID|BathShower|BathShower_VID|LaundryTub|LaundryTub_VID|Toilet|Toilet_VID|ElectricalService|ElectricalService_VID|IdentifyAllBreakers|IdentifyAllBreakers_VID|Switches_CoverPlates|Switches_CoverPlates_VID|Receptacles_CoverPlates|Receptacles_CoverPlates_VID|GFCIs|GFCIs_VID|KitchenElectric|KitchenElectric_VID|BathRoomElectric|BathRoomElectric_VID|CeilingLights|CeilingLights_VID|ExteriorLights|ExteriorLights_VID|Laundry|Laundry_VID|StairwayLights|StairwayLights_VID|GeneralFurnace|GeneralFurnace_VID|FurnaceVent_Exhaust|FurnaceVent_Exhaust_VID|Thermostat|Thermostat_VID|GeneralHotWaterTank|GeneralHotWaterTank_VID|HotWaterVent_Exhaust|HotWaterVent_Exhaust_VID|TPSafetyValve|TPSafetyValve_VID|BlowOff6inFromFloor|BlowOff6inFromFloor_VID|Controller|Controller_VID|RoofComment|RainGuttersComment|DownSpoutsComment|ExtWindowsComment|WindowScreensComment|DoorsComment|DoorScreensComment|ExtRailingsComment|PorchComment|SidewalksComment|WallsComment|CeilingComment|FloorsComment|IntWindowsComment|StairsComment|IntRailingsComment|SmokeDetectorsComment|CODetectorsComment|GeneralSanitationComment|Mold_MildewComment|VerminComment|Trash_GarbageComment|RecycleBinsComment|KitchenFaucetsComment|BathLavatoryComment|BathTubComment|BathShowerComment|LaundryTubComment|ToiletComment|ElectricalServiceComment|IdentifyAllBreakersComment|Switches_CoverPlatesComment|Receptacles_CoverPlatesComment|GFCIsComment|KitchenElectricComment|BathroomElectricComment|CeilingLightsComment|ExteriorLightsComment|LaundryComment|StairwayLightsComment|GeneralFurnaceComment|FurnaceVent_ExhaustComment|ThermostatComment|GeneralHotWaterTankComment|HotWaterVent_ExhaustComment|TPSafetyValveComment|BlowOff6inFromFloorComment|ControllerComment
518|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|corner of house has downspout tht straight down|None|None|None|None|None|None|None|None|None|None|None|None|None|smoke detectors in bedrooms and basement.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
519|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
520|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
521|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
522|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
523|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|303|Fail|303|Pass|0|Pass|0|Pass|0|Fail|308|Fail|308|Fail|308|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|318|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|front and rear door had damage too them.|rear screen door was damaged|None|None|None|Damaged walls in bedroom and kitchen|Damaged ceiling tiles all througout apartment|damaged floor and baseboard in kitchen|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Bathroom light does not function|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
524|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|False|False|False|False|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|multiple windows missing screws in latches|None|None|None|None|None|None|None|None|None|None|None|None|Bedrooms and common areas need smoke detectors|CO detector not present|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|loose but operational gfci in kitchen|None|None|None|None|None|None|None|None|None|None|None|None|None|None
525|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Fail|0|Fail|0|Pass|0|Fail|0|Pass|0|False|False|False|False|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Pass|0|Fail|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Fail|0|Pass|0|Fail|0|Fail|0|Fail|0|None|None|None|None|None|back door not operational|None|None|None|None|peeling paint,cracked|peeling paint|basement full of rubbish|None|missing and loose tread covers|None|no smoke detectors,|no co detectors|None|None|None|None|None|no water|None|None|None|None|None|None|None|None|None|none in kitchen, garage, laundry area, bathroom|None|None|None|None|None|None|no evidence of operation|None|None|rusted exterior|None|None|None|None
526|Fail|361|Pass|0|Pass|0|Fail|302|Fail|0|Fail|303|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|318|Pass|0|Fail|318|Pass|0|Fail|318|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|soffet and fescia damaged on side of building|None|None|kitchen window not functioning.|damaged window screens|front door not functioning properly|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|open ground in bedroom#1|None|kitchen gfci does not function|None|hallway lightswitch broken, not installed|None|None|None|None|None|None|None|None|None|None|None
527|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
528|Fail|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Fail|0|Pass|0|Fail|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|water leaking into bedroom|water eaking into bedroom|None|None|None|None|None|None|None|None|missing baseboard, and insuation on foor possiby due to rodents|peeling paint due to water|None|window in iving room doesn’t lock|None|None|None|None|None|None|None|None|None|None|None|None|shower spiggot oose from wa shower door is bent and fe|None|None|None|None|None|possibe shoc coming from outets|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
529|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
530|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
531|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
532|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Fail|313|Pass|0|Pass|0|Fail|328|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|broken glass outside on side of house.|None|None|garbage thrown into window|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
533|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
534|Fail|361|Pass|0|Pass|0|Fail|302|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Fail|311|Pass|0|Pass|0|Fail|328|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|318|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Damaged Soffet and fescia.|None|None|Windows in attic bedroom did not function properly|None|None|None|None|None|None|None|None|None|None|None|None|None|None|rubbish being stored on side of house.|None|None|Garbage stored outside not in cans, scattered across yard and sidewalk due to animal.|None|None|None|None|None|None|None|None|None|None|Receptacles in attic pulled out of wall.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
535|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
536|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
537|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|318|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|gfci doesn’t function|None|None|None|None|None|None|None|None|None|None|None|None
538|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Fail|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|under construction|None|None|receptacle in dining room and bedroom reversed|missing gfci in laundry area|None|None|None|None|None|None|None|None|None|None|None|None|None|None
539|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Fail|328|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|basement flooding from drain in basement|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
540|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
541|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|smoke detector in basement and other locations|None|None|None|None|None|None|None|None|None|None|None|basement toilet appears to be leaking|None|None|None|None|None|None|no outlet in bathroom gfci needed|None|None|gfci needed for laundry area|None|None|None|None|None|None|None|None|None
542|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
543|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
544|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
545|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
546|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|front door is inaccesible.|None|None|None|None|None|None|None|un operational windows in bedrooms|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Ceiling (flourescent fixture) missing bulb, unoperational. Basement Fixture (Incandesent) inoperable. Coal cellar fixture inoperable|None|None|None|None|None|None|plate not instslled on water heater|None|None|None|None
547|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|need smode detectors, 1 on each floor, 1 outside bedroms , 1 in each bedroom|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
